;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2
4052;GrebenÌËek Miroslav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4053;Adam VojtÏch;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4054;B¯eza Pavel;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4055;Pojezn˝ Ivo;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4056;Obo¯ilov· Lenka;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4057;Tesa¯Ìk ZdenÏk;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4058;Luntner Svatopluk;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4059;K¯iv·nkov· VÏra;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4060;B˝Ëek Ladislav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4061;Florus Martin;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4062;ÿeho¯ Jan;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4063;Tesa¯ VojtÏch;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4064;»ern˝ Alexander;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4065;MlË·k Ladislav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4066;Kania Jind¯ich;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4067;Sumara Ivan;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4068;Marek Miroslav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4069;Opröal Jaroslav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4070;Nekl Josef;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4071;Urb·nek VladimÌr;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4072;Brada ZdenÏk;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4073;Vesel˝ Kamil;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4074;Grygar Stanislav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4075;Navr·til Miroslav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4076;ätaudnerov· Ludmila;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4077;KonÌËek VladimÌr;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4078;Butnikoöarovsk· Dagmar;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4079;Proch·zka Jaroslav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4080;Opravilov· Esma;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4081;Ma¯·k Ivan;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4082;MÌsteck˝ VladimÌr;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4083;Hlobilov· ZdeÚka;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4084;Bazalkov· D·öa;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4085;Varga Ji¯Ì;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4086;Op·lka Miroslav;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4087;KoneËn· Kate¯ina;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4088;Svoboda Karel;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4089;Recman SvatomÌr;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4090;HalÌkov· Milada;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4091;Hyvnar Radim;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4092;Heczko Eduard;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4093;Hanusov· Jitka;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4094;äimÌkov· Martina;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4095;Vrba Ivan;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4096;Luzar Leo;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4097;Varteck˝ Petr;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4098;Dener Tom·ö;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4099;Hor·kov· Dagmar;KS»M;KS»M;2006;1;0;0;0;0;0;0;0
4100;Chovancov· Marta;SP;Suveren.;2006;0;1;1;0;1;0;0;1
4101;Holba Pavel;KAN;ObËanÈ;2006;0;1;1;0;1;0;0;1
4102;Doml·til Ji¯Ì;KAN;ObËanÈ;2006;0;1;1;0;1;0;0;1
4103;Sedlmayerov· Olga;KAN;ObËanÈ;2006;0;1;1;0;1;0;0;1
4104;St¯Ìbrn˝ VladimÌr;HNPD;TOP 09;2006;0;1;1;1;0;0;0;1
4105;KuËÌrek ZdenÏk;SP;ObËanÈ;2006;0;1;1;0;1;0;0;1
4106;Luûa Bohumil;KAN;KONS;2006;0;1;1;0;1;0;0;1
4107;Cig·nek Frantiöek;KAN;KONS;2006;0;1;1;0;1;0;0;1
4108;BezdÏk Jaroslav;KAN;KONS;2006;0;1;1;0;1;0;0;1
4109;Skopal Jaroslav;MDS;»SNS2005;2006;0;1;1;0;1;0;0;0
4110;Va¯eka Ladislav;KAN;KONS;2006;0;1;1;0;1;0;0;1
4111;Podrack˝ Vlastimil;MDS;KONS;2006;0;1;1;0;1;0;0;1
4112;äulc Jaroslav;KAN;KONS;2006;0;1;1;0;1;0;0;1
4113;ätÏdroÚ Radoslav;SP;Suveren.;2006;0;1;1;0;1;0;0;1
4114;Szotkowski Jan;HNPD;Suveren.;2006;0;1;1;0;1;0;0;1
4115;Tomica AntonÌn;HNPD;Suveren.;2006;0;1;1;0;1;0;0;1
4116;Vor·Ë Martin;NS;KONS;2006;0;1;1;0;1;0;0;1
4117;KuËera Duöan;NS;SPR-RS»;2006;0;1;1;0;1;0;0;0
4118;Spudil Radek;NS;ObËanÈ;2006;0;1;1;0;1;0;0;1
4119;Kroupa Pavel;NS;SPR-RS»;2006;0;1;1;0;1;0;0;0
4120;VaÚata Jind¯ich;NS;DSSS;2006;0;1;1;0;1;0;0;1
4121;Soukup Milan;NS;DSSS;2006;0;1;1;0;1;0;0;1
4122;»ukalovsk˝ Josef;NS;SPR-RS»;2006;0;1;1;0;1;0;0;0
4123;Soukupov· Radka;NS;DSSS;2006;0;1;1;0;1;0;0;1
4124;ätanglov· Monika;NS;DSSS;2006;0;1;1;0;1;0;0;1
4125;ÿimn·Ë Frantiöek;NS;SPR-RS»;2006;0;1;1;0;1;0;0;0
4126;Pour Bohumil;NS;SPR-RS»;2006;0;1;1;0;1;0;0;0
4127;Peöek Jan Adam;NS;SPR-RS»;2006;0;1;1;0;1;0;0;0
4128;R˘ûiËka Miroslav;NS;SPR-RS»;2006;0;1;1;0;1;0;0;0
4129;Pek·rkov· Lucie;NS;DSSS;2006;0;1;1;0;1;0;0;1
4130;Kubinec Jan;NS;DSSS;2006;0;1;1;0;1;0;0;1
4131;Pikola Rudolf;NS;DSSS;2006;0;1;1;0;1;0;0;1
4132;»ern˝ Libor;NS;DSSS;2006;0;1;1;0;1;0;0;1
4133;Dichter Frantiöek;NS;DSSS;2006;0;1;1;0;1;0;0;1
4134;Kom·rek V·clav;NS;DSSS;2006;0;1;1;0;1;0;0;1
4135;Machov· Iveta;NS;DSSS;2006;0;1;1;0;1;0;0;1
4136;Poledno Ji¯Ì;NS;DSSS;2006;0;1;1;0;1;0;0;1
4137;FronËek VilÈm;NS;DSSS;2006;0;1;1;0;1;0;0;1
4138;VÌcha RenÈ;NS;DSSS;2006;0;1;1;0;1;0;0;1
4139;Svoboda Cyril;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4140;Hoöek Mari·n;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4141;Orel Jaroslav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4142;Burgr Petr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4143;Jelenov· Zuzana;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4144;R·zkov· Daniela;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4145;Philipp Tom;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4146;KapiË·k Ivan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4147;Prausov· Erika;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4148;»iûinsk˝ Jan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4149;Fajstavrov· Jana;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4150;Parkanov· Vlasta;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4151;Pt·Ëkov· Melicharov· Lenka;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4152;Kroupa Karel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4153;Kuhn Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4154;Sova Karel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4155;Hermuth Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4156;ätorkov· Marie;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4157;Pr˘öa Daniel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4158;ChotÌvka Petr;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4159;Pavliö Miroslav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4160;Blecha Karel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4161;Kalousek Miroslav;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4162;TalÌ¯ JaromÌr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4163;VodiËka Rudolf;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4164;Hrdinov· Marie;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4165;MatÏj˘ V·clav;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4166;Franta Luk·ö;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4167;MalÌk Stanislav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4168;Houdek Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4169;Dvo¯·k ZdenÏk;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4170;Lobkowicz Jaroslav;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4171;VaËk·¯ Ji¯Ì;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4172;Lodr Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4173;N·hlÌk Petr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4174;BÌlek Roman;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4175;Kadlec Jan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4176;Koderov· Marie;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4177;Mal˝ Josef;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4178;PolednÌËek Marek;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4179;Nov·k Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4180;Matuöka Radek;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4181;Hoferic Milan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4182;Tobolkov· Marie;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4183;KubÌnek Ji¯Ì;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4184;R˘ûiËka Frantiöek;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4185;M¸ller Miloslav;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4186;BoËek Pavel;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4187;Landa Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4188;Bu¯t VladimÌr;KDU-»SL;SZ;2006;0;1;0;0;1;0;0;0
4189;Pol·Ëkov· Eva;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4190;Chaloupek Tom·ö;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4191;Zelenkov· V·clava;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4192;PiötÏkov· Dagmar;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4193;Steiner Leo;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4194;Barborka VladimÌr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4195;Dr·bek JaromÌr;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4196;Jiran Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4197;Veber Tom·ö;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4198;Nosek V·clav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4199;Svoboda Kamil Jan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4200;Derner VladimÌr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4201;Vitvar Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4202;Neumann Petr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4203;Kaizr Jan Simeon;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4204;Vesel˝ Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4205;H˘lek Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4206;Severa Pavel;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4207;äotola Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4208;Brokeö Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4209;Star˝ Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4210;Kumst˝¯ov· Zdenka;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4211;Weisbauer Frantiöek;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4212;Petr Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4213;Kasal Jan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4214;Blaûek Ji¯Ì;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4215;äustrov· Helena;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4216;Preininger Tom·ö;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4217;Linhart Milan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4218;Hrub˝ Jaroslav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4219;K¯iöùan Tom·ö;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4220;Kom·rek ätÏp·n;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4221;Houöka Miroslav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4222;Hus·k Jan;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4223;Kamba Stanislav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4224;VybÌral Alois;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4225;MatÏjkov· Anna;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4226;Tesa¯Ìk AntonÌn;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4227;Bedrava Martin;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4228;HavÌ¯ Frantiöek;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4229;Berka Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4230;NÏmec Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4231;Bo¯eck˝ Karel;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4232;Prokop Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4233;Kocanda Vlastimil;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4234;Kˆnig Jan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4235;Vykydal Ivo;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4236;Prinz Petr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4237;Novotn· Milena;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4238;Miklas Jind¯ich;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4239;Chal·nkov· Jitka;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4240;Fidrmuc Jaroslav;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4241;John Frantiöek;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4242;JureËka Marian;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4243;KubÌËek Jind¯ich;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4244;äojdrov· Michaela;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4245;Hovorka LudvÌk;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4246;StudenÌk Pavel;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4247;JelÌnkov· ä·rka;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4248;Uher Evûen;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4249;Carbol Ji¯Ì;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4250;VÌcha Josef;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4251;StaÚkov· Marcela;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4252;éitnÌkov· Gabriela;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4253;Chamr·th Rudolf;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4254;Dolansk˝ Bohumil;KDU-»SL;TOP 09;2006;0;1;0;0;0;1;0;1
4255;Foriökov· Dana;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4256;Pindejov· Kate¯ina;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4257;Praû·kov· VÏra;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4258;Vrchoveck˝ Frantiöek;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4259;äujan VojtÏch;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4260;P˘Ëek Jan;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4261;Kaleta Petr;KDU-»SL;KDU-»SL;2006;1;0;0;0;0;0;0;0
4262;Jaroö Ladislav;NEZ/DEM;SPOZ;2006;0;1;1;0;1;0;0;1
4263;Duha Radek;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4264;Paldinus ºuboö;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4265;VÌtovcov· Ladislava;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4266;Mudra Jaroslav;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4267;Ambrozkov· Jaroslava;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4268;JaneËek Ji¯Ì;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4269;Kozerov· Marcela;NEZ/DEM;SPOZ;2006;0;1;1;0;1;0;0;1
4270;äafr·nek KvÏtoslav;NEZ/DEM;TOP 09;2006;0;1;1;1;0;0;0;1
4271;HudlÌkov· Andrea;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4272;Chmela¯ Rudolf;NEZ/DEM;VV;2006;0;1;1;1;0;0;0;1
4273;Volfov· Jana;NEZ/DEM;Suveren.;2006;0;1;1;0;1;0;0;1
4274;Bergerov· ätÏp·nka;SRä;SZ;2006;0;1;1;0;1;0;0;0
4275;P¯ikrylov· Petra;SRä;STOP;2006;0;1;1;0;1;0;0;1
4276;FrÈlichov· Eva;SRä;VV;2006;0;1;1;1;0;0;0;1
4277;K·brt Tom·ö;ObËanÈ;KDU-»SL;2010;0;1;1;1;0;0;0;0
4278;St¯echovsk˝ Jan;ObËanÈ;ANO 2011;2010;0;1;1;1;0;0;0;1
4279;Robenek Bronislav;ObËanÈ;ZmÏna;2010;0;1;1;0;1;0;0;1
4280;B·rta VÌt;VV;⁄svit;2010;0;1;0;0;0;1;0;1
4281;Kukrle Marek;VV;HLVZHŸRU;2010;0;1;0;0;0;0;1;1
4282;Hora Jan;VV;⁄svit;2010;0;1;0;0;0;1;0;1
4283;Lexa Ji¯Ì;VV;HLVZHŸRU;2010;0;1;0;0;0;0;1;1
4284;PeËmanov· Zuzana;VV;Ss»R;2010;0;1;0;0;0;0;1;1
4285;Bayerov· Lydie;VV;⁄svit;2010;0;1;0;0;0;1;0;1
4286;»ern˝ Petr;VV;Ss»R;2010;0;1;0;0;0;0;1;1
4287;Bakovsk˝ ZdenÏk;VV;⁄svit;2010;0;1;0;0;0;1;0;1
4288;Baudyö Ji¯Ì;VV;KS»M;2010;0;1;0;0;0;1;0;1
4289;Bakovsk˝ Martin;VV;⁄svit;2010;0;1;0;0;0;1;0;1
4290;VojtÏch Jan;VV;ZmÏna;2010;0;1;0;0;0;0;1;1
4291;PaulÌk VladimÌr;VV;SPOZ;2010;0;1;0;0;0;0;1;1
4292;ForetnÌk Pavel;VV;⁄svit;2010;0;1;0;0;0;1;0;1
4293;Dost·l Martin;VV;TOP 09;2010;0;1;0;0;0;1;0;0
4294;Svetlik George;KONS;Ss»R;2010;0;1;0;0;0;0;1;1
4295;Rejman Martin;KONS;Ss»R;2010;0;1;1;0;1;0;0;1
4296;Bureö Tom·ö;KONS;Ss»R;2010;0;1;1;0;1;0;0;1
4297;Belza Marek;KONS;Ss»R;2010;0;1;1;0;1;0;0;1
4298;JarolÌmek Otto;KONS;Ss»R;2010;0;1;1;0;1;0;0;1
4299;Lukavec Josef;KONS;Ss»R;2010;0;1;1;0;1;0;0;1
4300;Cabal Jaroslav;KONS;Ss»R;2010;0;1;1;0;1;0;0;1
4301;Henek Pavel;KONS;Ss»R;2010;0;1;1;0;1;0;0;1
4302;Dr·pal Dan;KONS;KDU-»SL;2010;0;1;1;1;0;0;0;0
4303;P¯esliËka Frantiöek;KONS;KAN;2010;0;1;1;0;1;0;0;0
4304;Kol·¯ JaromÌr;KONS;KAN;2010;0;1;1;0;1;0;0;0
4305;Hibsch David;KONS;HLVZHŸRU;2010;0;1;1;0;1;0;0;1
4306;Dolejö Ji¯Ì;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4307;Semelov· Marta;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4308;Guölbauerov· Dagmar;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4309;PetelÌk JaromÌr;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4310;Briardov· Helena;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4311;»un·tov· Jana;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4312;HudeËek Ji¯Ì;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4313;Janouch Roman;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4314;MouËkov· Miroslava;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4315;Skoupil Karel;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4316;Vostr· Miloslava;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4317;Kl·n Jan;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4318;Huben˝ Pavel;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4319;Kudrna Luboö;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4320;Nekov·¯ov· Zuzana;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4321;ätefek ZdenÏk;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4322;Peltan Rudolf;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4323;H·la Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4324;PavlÌkov· Kate¯ina;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4325;Krajdl Martin;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4326;Hejduk Stanislav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4327;Filip VojtÏch;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4328;Bran˝ Petr;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4329;Nohavov· Alena;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4330;Sedl·Ëek Stanislav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4331;Klapsia VilÈm;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4332;Vytiska Tomeö;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4333;Dvo¯·k Luboö;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4334;äidlo Karel;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4335;Valenta Ji¯Ì;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4336;ävarcbek Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4337;Rejfek Jan;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4338;Hl·sek Frantiöek;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4339;Hojda Pavel;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4340;Honc˘ RadomÌr;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4341;Str·nsk· Eliöka;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4342;äenfeld Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4343;Hub·Ëkov· Gabriela;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4344;Sedl·Ëkov· Erika;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4345;äenk˝¯ V·clav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4346;Min·rik Frantiöek;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4347;Lhot·k Vlastimil;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4348;Buldra Miloslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4349;NÈtek Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4350;ZÌka Tom·ö;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4351;MackovÌk Stanislav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4352;Klikarov· Kate¯ina;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4353;Tita Miloö;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4354;»Ìûek Luk·ö;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4355;Nov·kov· Taùjana;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
