nomPartyNumber,nomParty,listOrder,name1,name2,acadTitle,age,occupation,residency,membParty,name,minor
10,KSS,149,Milan,Vredík,RSDr.,54,nezamestnaný,Banská Bystrica,KSS,Milan Vredík,0
10,KSS,150,Miloslava,Necpalová,,47,novinárka,Bratislava,BEZPP,Miloslava Necpalová,0
16,ĽB,1,Jozef,Kalman,RSDr.,51,politológ,Bratislava,ĽB,Jozef Kalman,1
16,ĽB,2,Anton,Poliak,Ing.,53,predseda PD,Hontianske Moravce,ĽB,Anton Poliak,1
16,ĽB,3,Oliver,Petrík,,40,manažér,Michalovce,ĽB,Oliver Petrík,1
16,ĽB,4,Dušan,Gréger,PhDr.,48,primátor,Žarnovica,ĽB,Dušan Gréger,1
16,ĽB,5,Ema,Maggiová Kraváriková,PhDr.,47,manažér,Vrbové,ĽB,Ema Maggiová Kraváriková,1
16,ĽB,6,Samuel,Baláž,Ing.,43,manažér,Senica,ĽB,Samuel Baláž,1
16,ĽB,7,Ľubomír,Štefánik,Ing.,41,výrobný riaditeľ,Skalica,BEZPP,Ľubomír Štefánik,1
16,ĽB,8,Anton,Antaš,RSDr.,53,podnikateľ,Bratislava,ĽB,Anton Antaš,1
16,ĽB,9,Dušan,Bánovský,Mgr.,25,študent,Partizánske,ĽB,Dušan Bánovský,1
16,ĽB,10,Ján,Riapoš,,33,paralympionik,Hodruša - Hámre,BEZPP,Ján Riapoš,1
16,ĽB,11,Rozália,Šeilingerová,,47,prezidentka Slovenskej spoločnosti sestier,Šamorín,BEZPP,Rozália Šeilingerová,1
16,ĽB,12,Ján,Kaleja,,56,manažér,Prešov,ĽB,Ján Kaleja,1
16,ĽB,13,František,Lády,,56,robotník,Bratislava,ĽB,František Lády,1
16,ĽB,14,Bohuslav,Sedliak,Ing.,53,vysokoškolský učiteľ,Žilina,BEZPP,Bohuslav Sedliak,1
16,ĽB,15,Ingrid,Zubková,Mgr.,30,učiteľka,Hraň,BEZPP,Ingrid Zubková,1
16,ĽB,16,Ján,Kán,RSDr.,54,manažér,Zvolen,BEZPP,Ján Kán,1
16,ĽB,17,Jozef,Kľuska,Ing.,52,ekonóm,Dechtice,ĽB,Jozef Kľuska,1
16,ĽB,18,Tamara,Kubušová,MUDr.,44,lekár,Polomka,ĽB,Tamara Kubušová,1
16,ĽB,19,Oldřich,Havlík,Ing.,47,referent,Nitra,ĽB,Oldřich Havlík,1
16,ĽB,20,Anežka,Poradová,Ing.,43,ekonóm,Lučenec,ĽB,Anežka Poradová,1
16,ĽB,21,Pavel,Švec,,38,vodohospodár,Sabinov,ĽB,Pavel Švec,1
16,ĽB,22,Milan,Olexa,,51,obchodný riaditeľ,Borša,ĽB,Milan Olexa,1
16,ĽB,23,Anna,Čuháková,,60,podnikateľka,Dobrá Niva,ĽB,Anna Čuháková,1
16,ĽB,24,Daniel,Demko,Ing.,49,vojak vo výslužbe,Banská Bystrica,ĽB,Daniel Demko,1
16,ĽB,25,Milan,Černý,RSDr.,53,konateľ,Bratislava,ĽB,Milan Černý,1
16,ĽB,26,Jozef,Filo,Ing.,58,riaditeľ,Piešťany,ĽB,Jozef Filo,1
16,ĽB,27,Soňa,Poláková,Ing.,56,učiteľka,Čadca,ĽB,Soňa Poláková,1
16,ĽB,28,Ján,Borovský,,47,robotník,Liptovské Revúce,ĽB,Ján Borovský,1
16,ĽB,29,Marián,Krempaský,Ing.,53,manažér,Košice,ĽB,Marián Krempaský,1
16,ĽB,30,Emília,Krotáková,Ing.,52,predseda PD,Jarabina,ĽB,Emília Krotáková,1
16,ĽB,31,Jozef,Čičvák,Mgr.,57,učiteľ,Sabinov,ĽB,Jozef Čičvák,1
16,ĽB,32,Karol,Teicher,Ing.,26,stavbyvedúci,Hnúšťa,ĽB,Karol Teicher,1
16,ĽB,33,Ján,Miškovský,Ing.,59,stredoškolský profesor,Pezinok,ĽB,Ján Miškovský,1
16,ĽB,34,Ján,Novák,PhDr. RNDr. CSc.,59,vedecký pracovník,Banská Štiavnica,ĽB,Ján Novák,1
16,ĽB,35,Karol,Klačanský,,54,podnikateľ,Topoľčany,ĽB,Karol Klačanský,1
16,ĽB,36,Ján,Vránsky,Ing.,52,odborný referent,Liptovský Mikuláš,ĽB,Ján Vránsky,1
16,ĽB,37,Ján,Vojtko,MVDr.,55,veterinárny lekár,Piešťany,ĽB,Ján Vojtko,1
16,ĽB,38,Alojz,Španihel,,55,kontrolór,Papradno,ĽB,Alojz Španihel,1
16,ĽB,39,Ján,Michaľák,Ing.,48,invalidný dôchodca,Nitra,ĽB,Ján Michaľák,1
16,ĽB,40,Danica,Zimová,Bc.,47,majsterka odbor. výcviku,Banská Bystrica,BEZPP,Danica Zimová,1
16,ĽB,41,Zoltán,Adorján,PhDr.,61,vysokoškolský učiteľ,Bratislava,ĽB,Zoltán Adorján,1
16,ĽB,42,Miroslav,Smatana,Ing.,45,podnikateľ,Považská Bystrica,ĽB,Miroslav Smatana,1
16,ĽB,43,Marta,Čarnakovičová,,44,učiteľka,Kráľovský Chlmec,BEZPP,Marta Čarnakovičová,1
16,ĽB,44,Gabriela,Gavalcová,,51,referentka,Žilina,BEZPP,Gabriela Gavalcová,1
16,ĽB,45,Daniel,Solčiansky,Ing.,36,ekonóm,Bratislava,BEZPP,Daniel Solčiansky,1
16,ĽB,46,Vasiľ,Dzadík,,51,podnikateľ,Litmanová,ĽB,Vasiľ Dzadík,1
16,ĽB,47,Milan,Brada,,52,vedúci rušňového depa,Štefanov nad Oravou,ĽB,Milan Brada,1
16,ĽB,48,Eva,Molnárová,,35,manažér,Revúca,ĽB,Eva Molnárová,1
16,ĽB,49,Vladimír,Čorňak,PhDr.,40,učiteľ,Bardejov,ĽB,Vladimír Čorňak,1
16,ĽB,50,Monika,Letková,,29,materská dovolenka,Veľké Zálužie,ĽB,Monika Letková,1
16,ĽB,51,Branislav,Gajdoš,,24,projektant,Topoľčany,ĽB,Branislav Gajdoš,1
16,ĽB,52,Ľudovít,Lukáč,Ing.,43,lesný inžinier,Banská Belá,BEZPP,Ľudovít Lukáč,1
16,ĽB,53,Ladislav,Ďorďovič,Bc.,29,súdny exekútor,Senica,ĽB,Ladislav Ďorďovič,1
16,ĽB,54,Vincent,Ondrejko,,60,úradník,Fričovce,ĽB,Vincent Ondrejko,1
16,ĽB,55,Bohuš,Hospodársky,Ing.,51,podnikateľ,Nová Dubnica,ĽB,Bohuš Hospodársky,1
16,ĽB,56,Ondrej,Kosturák,Ing.,42,podnikateľ,Zvolen,ĽB,Ondrej Kosturák,1
16,ĽB,57,Ján,Kamas,,59,chemik,Bratislava,ĽB,Ján Kamas,1
16,ĽB,58,Viera,Henčeková,,37,zdravotná sestra,Trnava,BEZPP,Viera Henčeková,1
16,ĽB,59,Peter,Pavlov,Ing.,49,podnikateľ,Komárno,ĽB,Peter Pavlov,1
16,ĽB,60,Ladislav,Kohutiar,JUDr.,57,právnik,Prešov,ĽB,Ladislav Kohutiar,1
16,ĽB,61,Martin,Štetiar,Mgr.,26,študent,Čadca,ĽB,Martin Štetiar,1
16,ĽB,62,Ľuboš,Štefke,,45,podnikateľ,Dubnica nad Váhom,ĽB,Ľuboš Štefke,1
16,ĽB,63,Cyril,Juhás,,23,študent,Ruskov,BEZPP,Cyril Juhás,1
16,ĽB,64,Ján,Pohanka,,50,podnikateľ,Kováčová,ĽB,Ján Pohanka,1
16,ĽB,65,Štefan,Majdiak,RSDr.,57,policajt na výsluhovom dôchodku,Bratislava,ĽB,Štefan Majdiak,1
16,ĽB,66,Peter,Beljanský,,39,podnikateľ,Partizánske,ĽB,Peter Beljanský,1
16,ĽB,67,Anton,Kaderábek,,50,pracovník bezpečnostnej služby,Nové Zámky,ĽB,Anton Kaderábek,1
16,ĽB,68,Andrea,Hudeková,Mgr.,29,psychológ,Trnava,BEZPP,Andrea Hudeková,1
16,ĽB,69,Hana,Formánková,,34,úradníčka,Skalica,ĽB,Hana Formánková,1
16,ĽB,70,Vasiľ,Morochovič,Ing. CSc.,57,riaditeľ,Humenné,ĽB,Vasiľ Morochovič,1
16,ĽB,71,Jana,Pagáčová,Ing.,43,ekonóm,Handlová,BEZPP,Jana Pagáčová,1
16,ĽB,72,Jozef,Majsniar,,43,pracovník bezpečnostnej služby,Hodruša - Hámre,ĽB,Jozef Majsniar,1
16,ĽB,73,Lukáš,Kovaľ,,22,manažér,Bratislava,ĽB,Lukáš Kovaľ,1
16,ĽB,74,Milan,Durec,Ing.,37,podnikateľ,Myjava,ĽB,Milan Durec,1
16,ĽB,75,Karol,Mikloš,,51,technik,Šaľa,ĽB,Karol Mikloš,1
16,ĽB,76,František,Zábavník,Ing.,54,predseda PD,Prešov,ĽB,František Zábavník,1
16,ĽB,77,Jana,Chodúrová,Ing.,31,technik,Senica,ĽB,Jana Chodúrová,1
16,ĽB,78,Anika,Lešková,,37,zdravotná sestra,Prešov,BEZPP,Anika Lešková,1
16,ĽB,79,Kristína,Hanáčková,doc. Dr. CSc.,57,učiteľka,Košice,ĽB,Kristína Hanáčková,1
16,ĽB,80,Ján,Ulický,,29,podnikateľ,Klenovec,ĽB,Ján Ulický,1
16,ĽB,81,Štefan,Kirňak,RSDr.,53,úradník,Humenné,ĽB,Štefan Kirňak,1
16,ĽB,82,Július,Czapala,Mgr.,38,starosta,Čifáre,ĽB,Július Czapala,1
16,ĽB,83,Magdaléna,Kiszelicová,,49,robotníčka,Levice,ĽB,Magdaléna Kiszelicová,1
16,ĽB,84,Štefan,Černák,,51,technik,Veľký Krtíš,ĽB,Štefan Černák,1
16,ĽB,85,Ingrid,Sovišová,PeadDr.,40,vedúca personálneho odd.,Bratislava,ĽB,Ingrid Sovišová,1
16,ĽB,86,Zuzana,Gollvitzerová,Bc.,23,študent,Nitra,ĽB,Zuzana Gollvitzerová,1
16,ĽB,87,Ján,Klobušník,JUDr.,56,právnik,Košice,ĽB,Ján Klobušník,1
16,ĽB,88,Ján,Fabian,Ing.,53,podnikateľ,Dubnica nad Váhom,ĽB,Ján Fabian,1
16,ĽB,89,Peter,Orosz,Ing.,37,podnikateľ,Očová,ĽB,Peter Orosz,1
16,ĽB,90,Zuzana,Holleyová,Ing.,24,manažér,Považská Bystrica,ĽB,Zuzana Holleyová,1
16,ĽB,91,Libor,Dohnálek,Ing.,24,technik,Jablonica,ĽB,Libor Dohnálek,1
16,ĽB,92,Ladislav,Gergely,,43,podnikateľ,Komárno,ĽB,Ladislav Gergely,1
16,ĽB,93,Ľubomír,Lupták,Mgr.,35,riaditeľ školy,Skalica,ĽB,Ľubomír Lupták,1
16,ĽB,94,Marta,Harausová,,37,pracovníčka pošty,Ľubovec,ĽB,Marta Harausová,1
16,ĽB,95,Jozef,Lacko,,50,robotník,Prakovce,ĽB,Jozef Lacko,1
16,ĽB,96,Milan,Matuška,,41,strojník,Poltár,ĽB,Milan Matuška,1
16,ĽB,97,Daniel,Melich,Ing.,42,zootechnik,Terany,ĽB,Daniel Melich,1
16,ĽB,98,Ernestína,Lietavová,Mgr.,45,učiteľka,Nová Dubnica,ĽB,Ernestína Lietavová,1
16,ĽB,99,Jozef,Hirschman,,44,podnikateľ,Revúca,ĽB,Jozef Hirschman,1
16,ĽB,100,Bibiana,Iriasová,Ing.,33,nazamestnaná,Košice,ĽB,Bibiana Iriasová,1
16,ĽB,101,Miloš,Pikna,,51,manažér,Malacky,ĽB,Miloš Pikna,1
16,ĽB,102,Stanislav,Svrček,RNDr.,49,učiteľ,Čadca,ĽB,Stanislav Svrček,1
16,ĽB,103,Ján,Kochan,,51,vojak z povolania,Pečovská Nová Ves,ĽB,Ján Kochan,1
16,ĽB,104,Jozef,Petrík,PhDr.,56,stredoškolský učiteľ,Šenkvice,ĽB,Jozef Petrík,1
16,ĽB,105,Marián,Pacher,Mgr.,47,právnik,Pukanec,BEZPP,Marián Pacher,1
16,ĽB,106,Ľudmila,Hajstrová,,47,manažér,Rajecké Teplice,ĽB,Ľudmila Hajstrová,1
16,ĽB,107,Jozef,Hajtmánek,,62,starosta,Jablonka,ĽB,Jozef Hajtmánek,1
16,ĽB,108,Vladimír,Jusko,,52,pedagóg,Šarišské Michaľany,ĽB,Vladimír Jusko,1
16,ĽB,109,Jozefína,Šedivá,,41,vedúca školskej jedálne,Borský Mikuláš,ĽB,Jozefína Šedivá,1
16,ĽB,110,Renáta,Bikárová,,30,invalidný dôchodca,Košice,ĽB,Renáta Bikárová,1
16,ĽB,111,Michal,Antaš,,52,automechanik,Spišský Štiavnik,ĽB,Michal Antaš,1
16,ĽB,112,Jozef,Minár,,55,robotník,Bratislava,ĽB,Jozef Minár,1
16,ĽB,113,Milan,Ďuriš,Ing.,51,stavebný technik,Hlohovec,ĽB,Milan Ďuriš,1
16,ĽB,114,Ján,Danko,,41,technik,Žarnovica,ĽB,Ján Danko,1
16,ĽB,115,Ján,Bahleda,,52,predseda SBD,Hriňová,ĽB,Ján Bahleda,1
16,ĽB,116,Jozef,Juhász,,29,tlačiar,Kežmarok,ĽB,Jozef Juhász,1
16,ĽB,117,Marián,Madara,,28,nezamestnaný,Nové Mesto nad Váhom,ĽB,Marián Madara,1
16,ĽB,118,Mária,Mračková,,41,obchodný zástupca,Šaľa,ĽB,Mária Mračková,1
16,ĽB,119,Martin,Andraščík,,34,vodič,Kamenica,ĽB,Martin Andraščík,1
16,ĽB,120,Juraj,Džupinka,,42,živnostník,Pichne,ĽB,Juraj Džupinka,1
16,ĽB,121,Viera,Baranovičová,Mgr.,53,stredoškolská učiteľka,Humenné,ĽB,Viera Baranovičová,1
16,ĽB,122,Michal,Kubajda,,59,dôchodca,Košice,ĽB,Michal Kubajda,1
16,ĽB,123,Roman,Kečkéš,,25,podnikateľ,Hurbanovo,ĽB,Roman Kečkéš,1
16,ĽB,124,Eva,Kadlečíková,,51,vedúca strediska,Košice,ĽB,Eva Kadlečíková,1
16,ĽB,125,Sylvia,Kudlová,,35,vedúca predajne,Bratislava,ĽB,Sylvia Kudlová,1
16,ĽB,126,Dušan,Topor,Ing.,42,finančný poradca,Nitra,ĽB,Dušan Topor,1
16,ĽB,127,Jozef,Grejták,,63,dôchodca,Bzenov,ĽB,Jozef Grejták,1
16,ĽB,128,Soňa,Hronská,PhDr.,57,knižná redaktorka,Bratislava,ĽB,Soňa Hronská,1
16,ĽB,129,Ján,Koštrna,Mgr.,50,stredoškolský učiteľ,Levice,ĽB,Ján Koštrna,1
16,ĽB,130,Štefánia,Líšková,Mgr.,39,podnikateľka,Zvolen,ĽB,Štefánia Líšková,1
16,ĽB,131,Dušan,Junger,JUDr.,55,policajt na výsluhovom dôchodku,Rožňava,ĽB,Dušan Junger,1
16,ĽB,132,Mikuláš,Šoltýs,Ing.,58,strojný inžinier,Prešov,BEZPP,Mikuláš Šoltýs,1
16,ĽB,133,Milan,Skočovský,Ing.,55,občiansky pracovník justičná stráž,Rimavská Sobota,BEZPP,Milan Skočovský,1
16,ĽB,134,Imrich,Dzurňák,,31,živnostník,Spišský Hrhov,ĽB,Imrich Dzurňák,1
16,ĽB,135,Valentín,Galenko,Ing.,41,podnikateľ,Humenné,ĽB,Valentín Galenko,1
16,ĽB,136,Jana,Tkáčová,,29,nezamestnaná,Košice,ĽB,Jana Tkáčová,1
16,ĽB,137,Emil,Kučerák,,47,chemik,Bratislava,ĽB,Emil Kučerák,1
16,ĽB,138,Ján,Fabián,,49,vojak z povolania,Levice,ĽB,Ján Fabián,1
16,ĽB,139,Peter,Blahút,Ing.,53,konateľ,Košťany nad Turcom,BEZPP,Peter Blahút,1
16,ĽB,140,Drahomír,Horizral,,36,živnostník,Košice,ĽB,Drahomír Horizral,1
16,ĽB,141,Žaneta,Baranovičová,,34,obchodný zástupca,Nové Zámky,ĽB,Žaneta Baranovičová,1
16,ĽB,142,Michaela,Forišová,,25,predavačka,Hubošovce,ĽB,Michaela Forišová,1
16,ĽB,143,Jozef,Martinec,,44,živnostník,Nitra,ĽB,Jozef Martinec,1
16,ĽB,144,Mária,Ádamiková,,41,zdravotná sestra,Bratislava,ĽB,Mária Ádamiková,1
16,ĽB,145,Jozef,Jakubík,Ing.,50,technik,Práznovce,ĽB,Jozef Jakubík,1
16,ĽB,146,Peter,Herman,,44,živnostník,Bratislava,BEZPP,Peter Herman,1
16,ĽB,147,Janka,Ivaničová,,50,robotníčka,Detva,ĽB,Janka Ivaničová,1
16,ĽB,148,Margita,Plančárová,,54,kuchárka,Nové Mesto nad Váhom,ĽB,Margita Plančárová,1
16,ĽB,149,Alexander,Barabits,Mgr.,60,riaditeľ základnej školy,Trebišov,BEZPP,Alexander Barabits,1
16,ĽB,150,Igor,Kubiš,Ing.,44,novinár,Ivanka pri Dunaji,ĽB,Igor Kubiš,1
14,ĽS,1,Magdaléna,Sulanová,Ing.,50,manažér,Bratislava,ĽS,Magdaléna Sulanová,1
14,ĽS,2,Pavol,Halmo,,54,ekonóm,Bratislava,ĽS,Pavol Halmo,1
14,ĽS,3,Mária,Tóthová,,42,fin. poradca,Bratislava,ĽS,Mária Tóthová,1
14,ĽS,4,Viera,Bombarová,,41,ekonóm,Bratislava,ĽS,Viera Bombarová,1
14,ĽS,5,Daniela,Pagáčová,,35,laborantka,Nová Dubnica,ĽS,Daniela Pagáčová,1
14,ĽS,6,Božena,Štefíková,,43,zdrav. sestra,Tužina,BEZPP,Božena Štefíková,1
14,ĽS,7,Marián,Leinerovič,,51,pedagóg,Bratislava,BEZPP,Marián Leinerovič,1
14,ĽS,8,Ivan,Griga,,36,realitný maklér,Hlohovec,BEZPP,Ivan Griga,1
14,ĽS,9,Ján,Janovec,,62,dôchodca,Ružomberok,BEZPP,Ján Janovec,1
14,ĽS,10,Eva,Horváthová,,47,adm. pracov.,Bratislava,BEZPP,Eva Horváthová,1
14,ĽS,11,Ján,Kovbek,,50,technik,Bratislava,ĽS,Ján Kovbek,1
14,ĽS,12,Miroslav,Žižko,Ing.,31,realitný mak.,Bratislava,BEZPP,Miroslav Žižko,1
14,ĽS,13,Andrea,Pagáčová,,23,obchodníčka,Nová Dubnica,ĽS,Andrea Pagáčová,1
14,ĽS,14,Ondrej,Schütz,,54,opravár,Rákoš,BEZPP,Ondrej Schütz,1
14,ĽS,15,Štefan,Rakšányi,,51,technik,Bratislava,ĽS,Štefan Rakšányi,1
14,ĽS,16,Viliam,Máyer,,45,zást. riaditeľa,Bratislava,BEZPP,Viliam Máyer,1
14,ĽS,17,Ivan,Lengyel,Ing.,62,technik,Bratislava,ĽS,Ivan Lengyel,1
14,ĽS,18,Vladimír,Nováček,,56,podnikateľ,Bratislava,BEZPP,Vladimír Nováček,1
14,ĽS,19,Margita,Struhaliková,,60,dôchodca,Bratislava,ĽS,Margita Struhaliková,1
14,ĽS,20,Miloslav,Rovenský,,60,technik,Bratislava,ĽS,Miloslav Rovenský,1
14,ĽS,21,Vincent,Struhalík,,63,dôchodca,Bratislava,ĽS,Vincent Struhalík,1
14,ĽS,22,Viera,Žiačková,Ing.,53,stav. inžinier,Bratislava,ĽS,Viera Žiačková,1
14,ĽS,23,Viera,Suchánová,,54,podnikateľka,Bratislava,BEZPP,Viera Suchánová,1
14,ĽS,24,Ladislav,Mikuš,,50,podnikateľ,Bratislava,BEZPP,Ladislav Mikuš,1
22,NOSNP,1,Ján,Garai,,56,energetik,Nové Zámky,NOSNP,Ján Garai,1
22,NOSNP,2,Štefan,Jagerčík,doc. Ing. CSc.,54,rektor,Liptovský Mikuláš,BEZPP,Štefan Jagerčík,1
22,NOSNP,3,Henrieta,Hurná,dipl. sestra,28,zdravotná sestra,Benkovce,NOSNP,Henrieta Hurná,1
22,NOSNP,4,Zdeno,Mahrík,Ing.,39,technik,Trenčín,BEZPP,Zdeno Mahrík,1
22,NOSNP,5,Jozef,Komár,,56,dôchodca,Bojnice,NOSNP,Jozef Komár,1
22,NOSNP,6,Jozef,Maguľák,Ing.,43,mechanik,Košice,BEZPP,Jozef Maguľák,1
22,NOSNP,7,Štefan,Kyseľ,,63,staveb. technik,Komárno,NOSNP,Štefan Kyseľ,1
22,NOSNP,8,Božena,Timková,Ing.,54,ekonómka,Nitra,BEZPP,Božena Timková,1
22,NOSNP,9,Štefan,Haulik,,54,ekonóm,Nové Zámky,NOSNP,Štefan Haulik,1
22,NOSNP,10,Martin,Tvrdý,,29,strojár,Lodno,BEZPP,Martin Tvrdý,1
22,NOSNP,11,Jana,Svetlíková,PaedDr.,43,pedagóg,Prievidza,NOSNP,Jana Svetlíková,1
22,NOSNP,12,Ján,Chovan,JUDr.,58,právnik,Važec,BEZPP,Ján Chovan,1
22,NOSNP,13,Jozef,Komačka,,50,technik,Prievidza,NOSNP,Jozef Komačka,1
22,NOSNP,14,Vladimír,Guba,,51,strojár,Ňagov,BEZPP,Vladimír Guba,1
22,NOSNP,15,Miroslav,Mikula,Ing.,47,ekonóm,Kladzany,NOSNP,Miroslav Mikula,1
22,NOSNP,16,Vladislav,Sloboda,,53,stroj. technik,Boleráz,BEZPP,Vladislav Sloboda,1
22,NOSNP,17,Renáta,Stančeková,Ing.,37,ekonómka,Žiar nad Hronom,NOSNP,Renáta Stančeková,1
22,NOSNP,18,Štefan,Šipoš,,50,poľnohosp.,Nitra,BEZPP,Štefan Šipoš,1
22,NOSNP,19,Mária,Gavaľová,,41,ekonómka,Humenné,NOSNP,Mária Gavaľová,1
22,NOSNP,20,Anton,Gajdošík,,53,technik,Žilina,BEZPP,Anton Gajdošík,1
22,NOSNP,21,Ernest,Kováč,,60,technik,Želiezovce,NOSNP,Ernest Kováč,1
22,NOSNP,22,Ján,Krajči,Ing.,49,technik,Považská Bystrica,BEZPP,Ján Krajči,1
22,NOSNP,23,Helena,Frantová,,62,zdr. sestra,Žiar nad Hronom,NOSNP,Helena Frantová,1
22,NOSNP,24,Mária,Ebergényiová,Ing.,53,ekonómka,Bratislava,BEZPP,Mária Ebergényiová,1
22,NOSNP,25,Veronika,Baková,,54,robotníčka,Nové Zámky,NOSNP,Veronika Baková,1
22,NOSNP,26,Štefan,Liššinský,,50,stav. technik,Sabinov,BEZPP,Štefan Liššinský,1
22,NOSNP,27,Ľudmila,Kováčová,,28,účtovníčka,Rybník,NOSNP,Ľudmila Kováčová,1
22,NOSNP,28,Ján,Nemec,Ing.,66,pedagóg,Košice,BEZPP,Ján Nemec,1
22,NOSNP,29,Valéria,Daňová,PaedDr.,60,pedagóg,Brezno,NOSNP,Valéria Daňová,1
22,NOSNP,30,Juraj,Bukran,Ing.,57,ekonóm,Lučenec,BEZPP,Juraj Bukran,1
22,NOSNP,31,Eleonóra,Čapčeková,,53,technička,Banská Bystrica,NOSNP,Eleonóra Čapčeková,1
22,NOSNP,32,Mária,Šestáková,,53,ekonómka,Trnava,BEZPP,Mária Šestáková,1
22,NOSNP,33,Renáta,Baloghová,,33,poľnohospodár,Nové Zámky,NOSNP,Renáta Baloghová,1
22,NOSNP,34,Zdeněk,Zubek,Ing.,59,ekonóm,Liptovský Hrádok,BEZPP,Zdeněk Zubek,1
22,NOSNP,35,Jana,Petriľáková,,21,študentka,Stará Ľubovňa,NOSNP,Jana Petriľáková,1
22,NOSNP,36,Rudolf,Latko,,49,technik,Divina,BEZPP,Rudolf Latko,1
22,NOSNP,37,Milan,Venglar,Mgr.,37,pedagóg,Humenné,NOSNP,Milan Venglar,1
22,NOSNP,38,Milan,Udžan,,51,stroj. technik,Stará Ľubovňa,BEZPP,Milan Udžan,1
22,NOSNP,39,Rudolf,Englart,Ing.,46,podnikateľ,Banská Bystrica,NOSNP,Rudolf Englart,1
22,NOSNP,40,Ľudmila,Ťahúnová,,44,ekonóm,Žiar nad Hronom,BEZPP,Ľudmila Ťahúnová,1
22,NOSNP,41,Ján,Ihracký,,31,dopravák,Žiar nad Hronom,NOSNP,Ján Ihracký,1
22,NOSNP,42,Mária,Hadviždžáková,,40,technik,Prešov,BEZPP,Mária Hadviždžáková,1
22,NOSNP,43,Nadežda,Nemcová,,52,úradníčka,Handlová,NOSNP,Nadežda Nemcová,1
22,NOSNP,44,František,Bárnik,Ing.,49,mechanizátor,Bytča,BEZPP,František Bárnik,1
22,NOSNP,45,Veronika,Asztalosová,,23,úradníčka,Kolárovo,NOSNP,Veronika Asztalosová,1
22,NOSNP,46,Mikuláš,Czocher,Ing.,61,stavbár,Liptovský Mikuláš,BEZPP,Mikuláš Czocher,1
22,NOSNP,47,Margita,Lintnerová,,48,úradníčka,Žiar nad Hronom,NOSNP,Margita Lintnerová,1
22,NOSNP,48,Vlasta,Barcíková,,46,technik,Zvolen,BEZPP,Vlasta Barcíková,1
22,NOSNP,49,Imrich,Hajduk,Ing.,45,strojár,Vranov nad Topľou,NOSNP,Imrich Hajduk,1
22,NOSNP,50,Eva,Pažická,,44,ekonóm,Rudina,BEZPP,Eva Pažická,1
22,NOSNP,51,Ján,Jedlička,,37,technik,Žilina,BEZPP,Ján Jedlička,1
22,NOSNP,52,Karol,Mészáros,,65,zootechnik,Želiezovce,NOSNP,Karol Mészáros,1
22,NOSNP,53,Pavel,Gál,,57,lesník,Krupina,NOSNP,Pavel Gál,1
22,NOSNP,54,Eva,Sobolová,,46,úradníčka,Žiar nad Hronom,NOSNP,Eva Sobolová,1
22,NOSNP,55,Jozef,Žuffa,,73,pedagóg,Krupina,NOSNP,Jozef Žuffa,1
22,NOSNP,56,Ján,Grolmus,,57,technik,Prievidza,NOSNP,Ján Grolmus,1
22,NOSNP,57,Adriana,Šiková,,33,predavačka,Hurbanovo,NOSNP,Adriana Šiková,1
22,NOSNP,58,Dušan,Medveď,Ing.,47,technik,Prievidza,NOSNP,Dušan Medveď,1
22,NOSNP,59,Marek,Kurajda,,39,montér,Pohronská Polhora,NOSNP,Marek Kurajda,1
22,NOSNP,60,Ján,Turcel,,52,sústružník,Prievidza,NOSNP,Ján Turcel,1
22,NOSNP,61,Eva,Tŕniková,,48,strojárka,Žiar nad Hronom,NOSNP,Eva Tŕniková,1
22,NOSNP,62,Katarína,Butášová,,39,úradníčka,Levice,NOSNP,Katarína Butášová,1
22,NOSNP,63,Dušan,Cina,,53,technik,Vranov nad Topľou,NOSNP,Dušan Cina,1
22,NOSNP,64,Pavol,Hudák,,65,robotník,Prievidza,NOSNP,Pavol Hudák,1
22,NOSNP,65,Jana,Babinská,Mgr.,68,pedagóg,Žiar nad Hronom,NOSNP,Jana Babinská,1
22,NOSNP,66,Jozef,Čonka,,63,robotník,Liptovská Porúbka,NOSNP,Jozef Čonka,1
22,NOSNP,67,Pavel,Demian,Ing.,61,ekonóm,Štúrovo,NOSNP,Pavel Demian,1
22,NOSNP,68,Miroslav,Mihalik,,45,robotník,Humenné,NOSNP,Miroslav Mihalik,1
22,NOSNP,69,Alexander,Csikesz,,45,technik,Nesvady,NOSNP,Alexander Csikesz,1
22,NOSNP,70,Ivan,Jányi,Mgr.,35,výsk. prac.,Nová Baňa,NOSNP,Ivan Jányi,1
22,NOSNP,71,Aladár,Chochula,MUDr.,69,lekár,Handlová,NOSNP,Aladár Chochula,1
22,NOSNP,72,Ján,Čandík,,21,robotník,Juskova Voľa,NOSNP,Ján Čandík,1
22,NOSNP,73,Tomáš,Rudinský,,22,robotník,Rybník,NOSNP,Tomáš Rudinský,1
22,NOSNP,74,Pavol,Iboš,,55,sústružník,Prievidza,NOSNP,Pavol Iboš,1
22,NOSNP,75,Andrea,Baranová,,30,úradníčka,Vranov nad Topľou,NOSNP,Andrea Baranová,1
22,NOSNP,76,Pavol,Krnáč,,50,účtovník,Svätý Peter,NOSNP,Pavol Krnáč,1
22,NOSNP,77,Július,Zachar,,51,robotník,Prievidza,NOSNP,Július Zachar,1
22,NOSNP,78,Martin,Molek,,31,robotník,Jasenovce,NOSNP,Martin Molek,1
22,NOSNP,79,Ján,Ďurika,,50,zootechnik,Imeľ,NOSNP,Ján Ďurika,1
