X.U.FEFF.again,party1,party2,order1,order2,change,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1,minorMajor,minorMinor,majorMajor,majorMinor
Jozef Minarik,ZRS,ZRS,38,81,43,1,1,0,0,0,0,2002,0,1,0,0
Renáta Kaliská,ZRS,ZRS,43,43,0,1,1,0,0,1,0,2002,0,1,0,0
Peter Miticzky,ZRS,ZRS,62,36,-26,1,1,0,0,1,0,2002,0,1,0,0
Tibor Štric,ZRS,ZRS,71,37,-34,1,1,0,0,1,0,2002,0,1,0,0
Bartolomej Sisák,ZRS,ZRS,3,47,44,1,1,0,0,0,0,2002,0,1,0,0
Erika Skubíková,ZRS,ZRS,11,40,29,1,1,0,0,0,0,2002,0,1,0,0
Ján Huťan,ZRS,ZRS,13,12,-1,1,1,0,0,1,0,2002,0,1,0,0
Ján Margala,ZRS,ZRS,17,8,-9,1,1,0,0,1,0,2002,0,1,0,0
Jozef Gerát,ZRS,ZRS,19,101,82,1,1,0,0,0,0,2002,0,1,0,0
Ladislav Mokrý,ZRS,ZRS,27,31,4,1,1,0,0,0,0,2002,0,1,0,0
Jozef Bača,ZRS,ZRS,52,5,-47,1,1,0,0,1,0,2002,0,1,0,0
Pavol Čuma,ZRS,ZRS,58,16,-42,1,1,0,0,1,0,2002,0,1,0,0
Ján Farkaš,ŽAR,HZD,7,75,68,1,0,1,1,0,1,2002,0,1,0,0
Andrej Mašlonka,ANO,SDĽ,27,24,-3,1,0,1,1,1,1,2006,0,1,0,0
Slavomír Brza,ANO,SDĽ,29,53,24,1,0,1,1,0,1,2006,0,1,0,0
Milan Alberti,ANO,SDĽ,95,128,33,1,0,1,1,0,1,2006,0,1,0,0
Jozef Vaškeba,ASV,SDĽ,1,51,50,1,0,1,1,0,1,2006,0,1,0,0
František Kolesár,ASV,SDĽ,2,39,37,1,0,1,1,0,1,2006,0,1,0,0
Július Gašpír,ASV,SDĽ,3,49,46,1,0,1,1,0,1,2006,0,1,0,0
Jaroslav Dobiš,ASV,SDĽ,7,41,34,1,0,1,1,0,1,2006,0,1,0,0
Pavel Túroci,ASV,SDĽ,8,59,51,1,0,1,1,0,1,2006,0,1,0,0
Jozef Víglaský,ASV,SDĽ,10,71,61,1,0,1,1,0,1,2006,0,1,0,0
Miroslav Pakši,ASV,SDĽ,11,129,118,1,0,1,1,0,1,2006,0,1,0,0
Ladislav Plaštiak,ASV,SDĽ,12,81,69,1,0,1,1,0,1,2006,0,1,0,0
Milan Dunár,ASV,SDĽ,19,139,120,1,0,1,1,0,1,2006,0,1,0,0
Ladislav Petyi,ASV,SDĽ,22,31,9,1,0,1,1,0,1,2006,0,1,0,0
Jozef Golian,ASV,SDĽ,23,141,118,1,0,1,1,0,1,2006,0,1,0,0
Miroslav Janiga,ASV,SDĽ,52,111,59,1,0,1,1,0,1,2006,0,1,0,0
Vladimír Gozora,ASV,SDĽ,4,12,8,1,0,1,1,0,1,2006,0,1,0,0
Igor Pinkava,HZD,AZEN,8,21,13,1,0,0,1,0,1,2006,0,1,0,0
Jozef Gašparík,HZD,ND,28,39,11,1,0,0,1,0,1,2006,0,1,0,0
Alexander Patkoló,HZD,AZEN,150,4,-146,1,0,0,1,1,1,2006,0,1,0,0
Rudolf Urbanovič,HZD,SNS,54,48,-6,1,0,1,1,1,1,2006,1,0,0,0
Pavol Hrušovský,KDH,KDH,1,2,1,0,1,1,0,0,0,2006,0,0,1,0
Daniel Lipšic,KDH,KDH,3,3,0,0,1,1,0,1,0,2006,0,0,1,0
Július Brocka,KDH,KDH,4,4,0,0,1,1,0,1,0,2006,0,0,1,0
Martin Fronc,KDH,KDH,5,10,5,0,1,1,0,0,0,2006,0,0,1,0
Jozef Šimko,KDH,KDH,9,41,32,0,1,1,0,0,0,2006,0,0,1,0
Pavol Abrhan,KDH,KDH,10,9,-1,0,1,1,0,1,0,2006,0,0,1,0
Alojz Přidal,KDH,KDH,11,14,3,0,1,1,0,0,0,2006,0,0,1,0
Peter Muránsky,KDH,KDH,12,12,0,0,1,1,0,1,0,2006,0,0,1,0
Anna Kováčová,KDH,KDH,15,115,100,0,1,1,0,0,0,2006,0,0,1,0
Pavol Tarcala,KDH,KDH,18,21,3,0,1,1,0,0,0,2006,0,0,1,0
Mária Sabolová,KDH,KDH,19,5,-14,0,1,1,0,1,0,2006,0,0,1,0
Ján Porubský,KDH,KDH,21,60,39,0,1,1,0,0,0,2006,0,0,1,0
Stanislav Kahanec,KDH,KDH,22,31,9,0,1,1,0,0,0,2006,0,0,1,0
Anton Stanko,KDH,KDH,24,26,2,0,1,1,0,0,0,2006,0,0,1,0
Jaroslav Ivan,KDH,KDH,25,46,21,0,1,1,0,0,0,2006,0,0,1,0
Peter Bobula,KDH,KDH,27,22,-5,0,1,1,0,1,0,2006,0,0,1,0
Jozef Hladík,KDH,KDH,29,71,42,0,1,1,0,0,0,2006,0,0,1,0
Katarína Smiešková,KDH,KDH,32,95,63,0,1,1,0,0,0,2006,0,0,1,0
Monika Gibalová,KDH,KDH,33,17,-16,0,1,1,0,1,0,2006,0,0,1,0
Ján Vančo,KDH,KDH,35,36,1,0,1,1,0,0,0,2006,0,0,1,0
Mária Kulanová,KDH,KDH,39,78,39,0,1,1,0,0,0,2006,0,0,1,0
Ľubomír Šteiniger,KDH,KDH,40,32,-8,0,1,1,0,1,0,2006,0,0,1,0
Ján Gabčo,KDH,KDH,42,37,-5,0,1,1,0,1,0,2006,0,0,1,0
Pavol Ružanský,KDH,KDH,44,57,13,0,1,1,0,0,0,2006,0,0,1,0
Ján Fekiač,KDH,KDH,47,111,64,0,1,1,0,0,0,2006,0,0,1,0
Karol Jasenovský,KDH,KDH,51,34,-17,0,1,1,0,1,0,2006,0,0,1,0
Ján Václavik,KDH,KDH,53,58,5,0,1,1,0,0,0,2006,0,0,1,0
Ferdinand Turinič,KDH,KDH,55,28,-27,0,1,1,0,1,0,2006,0,0,1,0
Peter Madleňák,KDH,KDH,60,112,52,0,1,1,0,0,0,2006,0,0,1,0
Ondrej Binder,KDH,KDH,61,47,-14,0,1,1,0,1,0,2006,0,0,1,0
Jana Brázdilová,KDH,KDH,62,86,24,0,1,1,0,0,0,2006,0,0,1,0
Juraj Čabák,KDH,KDH,68,35,-33,0,1,1,0,1,0,2006,0,0,1,0
Ferdinand Galko,KDH,KDH,73,82,9,0,1,1,0,0,0,2006,0,0,1,0
Radovan Junas,KDH,KDH,75,103,28,0,1,1,0,0,0,2006,0,0,1,0
Ján Dzurjuv,KDH,KDH,76,125,49,0,1,1,0,0,0,2006,0,0,1,0
Marián Babej,KDH,KDH,78,61,-17,0,1,1,0,1,0,2006,0,0,1,0
Ján Čop,KDH,KDH,85,136,51,0,1,1,0,0,0,2006,0,0,1,0
Peter Belica,KDH,KDH,92,52,-40,0,1,1,0,1,0,2006,0,0,1,0
Peter Stanko,KDH,KDH,93,104,11,0,1,1,0,0,0,2006,0,0,1,0
Andrej Bezák,KDH,KDH,94,101,7,0,1,1,0,0,0,2006,0,0,1,0
Štefan Ondáš,KDH,KDH,101,139,38,0,1,1,0,0,0,2006,0,0,1,0
Agnesa Hadrabová,KDH,KDH,105,124,19,0,1,1,0,0,0,2006,0,0,1,0
Július Stanko,KDH,KDH,109,15,-94,0,1,1,0,1,0,2006,0,0,1,0
Peter Štuller,KDH,KDH,118,107,-11,0,1,1,0,1,0,2006,0,0,1,0
Juraj Pavelek,KDH,KDH,124,105,-19,0,1,1,0,1,0,2006,0,0,1,0
Miroslav Libič,KDH,KDH,139,92,-47,0,1,1,0,1,0,2006,0,0,1,0
Gabriel Kosnáč,KDH,KDH,144,120,-24,0,1,1,0,1,0,2006,0,0,1,0
František Orlovský,KDH,KDH,99,51,-48,0,1,1,0,1,0,2006,0,0,1,0
Jozef Hrdlička,KSS,KSS,2,1,-1,1,1,0,0,1,0,2006,0,1,0,0
Karol Ondriaš,KSS,KSS,3,5,2,1,1,0,0,0,0,2006,0,1,0,0
Samuel Zubo,KSS,KSS,4,82,78,1,1,0,0,0,0,2006,0,1,0,0
Vladimír Ďaďo,KSS,KSS,7,27,20,1,1,0,0,0,0,2006,0,1,0,0
Jozef Fuček,KSS,KSS,8,18,10,1,1,0,0,0,0,2006,0,1,0,0
Jozef Šiška,KSS,KSS,9,108,99,1,1,0,0,0,0,2006,0,1,0,0
Ján Janočko,KSS,KSS,13,145,132,1,1,0,0,0,0,2006,0,1,0,0
Juraj Obert,KSS,KSS,17,3,-14,1,1,0,0,1,0,2006,0,1,0,0
Ján Ševc,KSS,KSS,21,143,122,1,1,0,0,0,0,2006,0,1,0,0
Miroslav Samiec,KSS,KSS,25,20,-5,1,1,0,0,1,0,2006,0,1,0,0
Jozef Bošanský,KSS,KSS,26,14,-12,1,1,0,0,1,0,2006,0,1,0,0
Štefan Borovský,KSS,KSS,27,9,-18,1,1,0,0,1,0,2006,0,1,0,0
Ľubica Kleniarová,KSS,KSS,35,101,66,1,1,0,0,0,0,2006,0,1,0,0
Ján Sporka,KSS,KSS,41,43,2,1,1,0,0,0,0,2006,0,1,0,0
Milan Šebeň,KSS,KSS,44,36,-8,1,1,0,0,1,0,2006,0,1,0,0
Ján Hamar,KSS,KSS,45,86,41,1,1,0,0,0,0,2006,0,1,0,0
Eduard Daniš,KSS,KSS,47,63,16,1,1,0,0,0,0,2006,0,1,0,0
Peter Katona,KSS,KSS,48,48,0,1,1,0,0,1,0,2006,0,1,0,0
Anton Badač,KSS,KSS,53,56,3,1,1,0,0,0,0,2006,0,1,0,0
Juraj Lazarčík,KSS,KSS,54,49,-5,1,1,0,0,1,0,2006,0,1,0,0
Dagmara Debnárová,KSS,KSS,57,28,-29,1,1,0,0,1,0,2006,0,1,0,0
Jalal Suleiman,KSS,KSS,60,11,-49,1,1,0,0,1,0,2006,0,1,0,0
Ján Kašiar,KSS,KSS,61,16,-45,1,1,0,0,1,0,2006,0,1,0,0
Peter Jakubčák,KSS,KSS,62,140,78,1,1,0,0,0,0,2006,0,1,0,0
Pavol Suško,KSS,KSS,70,6,-64,1,1,0,0,1,0,2006,0,1,0,0
Pavol Tausk,KSS,KSS,71,62,-9,1,1,0,0,1,0,2006,0,1,0,0
Peter Lacko,KSS,KSS,77,75,-2,1,1,0,0,1,0,2006,0,1,0,0
Václav Homišan,KSS,KSS,80,12,-68,1,1,0,0,1,0,2006,0,1,0,0
Dominik Kútnik,KSS,KSS,92,146,54,1,1,0,0,0,0,2006,0,1,0,0
Vladimír Fedor,KSS,KSS,93,137,44,1,1,0,0,0,0,2006,0,1,0,0
Pavol Fatura,KSS,KSS,100,124,24,1,1,0,0,0,0,2006,0,1,0,0
Viera Dzúrová,KSS,KSS,104,132,28,1,1,0,0,0,0,2006,0,1,0,0
Terézia Dančáková,KSS,KSS,106,142,36,1,1,0,0,0,0,2006,0,1,0,0
Juraj Pavlovič,KSS,KSS,107,83,-24,1,1,0,0,1,0,2006,0,1,0,0
Mária Švikruhová,KSS,Únia,112,21,-91,1,0,0,0,1,0,2006,0,1,0,0
Mária Smutná,KSS,KSS,116,54,-62,1,1,0,0,1,0,2006,0,1,0,0
Ján Mikloš,KSS,KSS,119,134,15,1,1,0,0,0,0,2006,0,1,0,0
Iveta Hribiková,KSS,KSS,129,113,-16,1,1,0,0,1,0,2006,0,1,0,0
Emil Papáč,KSS,KSS,134,106,-28,1,1,0,0,1,0,2006,0,1,0,0
Ján Sásik,KSS,KSS,145,88,-57,1,1,0,0,1,0,2006,0,1,0,0
Juraj Brecko,KSS,KSS,146,15,-131,1,1,0,0,1,0,2006,0,1,0,0
Ján Čižmár,KSS,KSS,76,42,-34,1,1,0,0,1,0,2006,0,1,0,0
Vladimír Mečiar,ĽS-HZDS,ĽS-HZDS,1,1,0,0,1,0,0,1,0,2006,0,0,0,1
Milan Rehák,ĽS-HZDS,ĽS-HZDS,3,3,0,0,1,0,0,1,0,2006,0,0,0,1
Jozef Tarčák,ĽS-HZDS,ND,5,7,2,0,0,0,0,0,0,2006,0,0,0,1
Jozef Halecký,ĽS-HZDS,ĽS-HZDS,6,17,11,0,1,0,0,0,0,2006,0,0,0,1
Ján Kovarčík,ĽS-HZDS,ĽS-HZDS,7,9,2,0,1,0,0,0,0,2006,0,0,0,1
Milan Urbáni,ĽS-HZDS,AZEN,8,1,-7,0,0,0,0,1,0,2006,0,0,0,1
Pavol Džurina,ĽS-HZDS,ĽS-HZDS,9,14,5,0,1,0,0,0,0,2006,0,0,0,1
Tibor Mikuš,ĽS-HZDS,ND,10,1,-9,0,0,0,0,1,0,2006,0,0,0,1
Zdenka Kramplová,ĽS-HZDS,AZEN,11,2,-9,0,0,0,0,1,0,2006,0,0,0,1
Marián Haľko,ĽS-HZDS,ĽS-HZDS,14,22,8,0,1,0,0,0,0,2006,0,0,0,1
Tibor Cabaj,ĽS-HZDS,ĽS-HZDS,15,2,-13,0,1,0,0,1,0,2006,0,0,0,1
Július Höffer,ĽS-HZDS,ĽS-HZDS,16,28,12,0,1,0,0,0,0,2006,0,0,0,1
Ján Bodnár,ĽS-HZDS,ĽS-HZDS,17,19,2,0,1,0,0,0,0,2006,0,0,0,1
Dagmar Gasperová,ĽS-HZDS,ĽS-HZDS,18,70,52,0,1,0,0,0,0,2006,0,0,0,1
Jaroslav Jaduš,ĽS-HZDS,ĽS-HZDS,19,5,-14,0,1,0,0,1,0,2006,0,0,0,1
Alojz Engliš,ĽS-HZDS,ĽS-HZDS,22,21,-1,0,1,0,0,1,0,2006,0,0,0,1
Vladimír Pavelka,ĽS-HZDS,ĽS-HZDS,26,8,-18,0,1,0,0,1,0,2006,0,0,0,1
Jozef Božik,ĽS-HZDS,ĽS-HZDS,29,39,10,0,1,0,0,0,0,2006,0,0,0,1
Katarína Tóthová,ĽS-HZDS,ĽS-HZDS,30,13,-17,0,1,0,0,1,0,2006,0,0,0,1
Pavol Kačic,ĽS-HZDS,ĽS-HZDS,31,79,48,0,1,0,0,0,0,2006,0,0,0,1
Ján Dlhopolček,ĽS-HZDS,ĽS-HZDS,35,20,-15,0,1,0,0,1,0,2006,0,0,0,1
Juraj Karovič,ĽS-HZDS,ĽS-HZDS,36,65,29,0,1,0,0,0,0,2006,0,0,0,1
Peter Bulík,ĽS-HZDS,ĽS-HZDS,39,51,12,0,1,0,0,0,0,2006,0,0,0,1
Zdenko Čambal,ĽS-HZDS,ND,42,3,-39,0,0,0,0,1,0,2006,0,0,0,1
Anna Jenčová,ĽS-HZDS,ĽS-HZDS,43,43,0,0,1,0,0,1,0,2006,0,0,0,1
Jozef Pavúk,ĽS-HZDS,ĽS-HZDS,44,10,-34,0,1,0,0,1,0,2006,0,0,0,1
Jozef Kováč,ĽS-HZDS,ĽS-HZDS,45,57,12,0,1,0,0,0,0,2006,0,0,0,1
Alexander Koreň,ĽS-HZDS,ĽS-HZDS,50,32,-18,0,1,0,0,1,0,2006,0,0,0,1
Štefan Ladičkovský,ĽS-HZDS,ĽS-HZDS,53,46,-7,0,1,0,0,1,0,2006,0,0,0,1
Vojtech Čičmanec,ĽS-HZDS,ĽS-HZDS,56,59,3,0,1,0,0,0,0,2006,0,0,0,1
Ján Tulis,ĽS-HZDS,ĽS-HZDS,59,78,19,0,1,0,0,0,0,2006,0,0,0,1
Anna Hoštáková,ĽS-HZDS,ĽS-HZDS,64,47,-17,0,1,0,0,1,0,2006,0,0,0,1
Miroslava Kokavcová,ĽS-HZDS,ĽS-HZDS,65,35,-30,0,1,0,0,1,0,2006,0,0,0,1
Peter Pitoňák,ĽS-HZDS,ĽS-HZDS,68,133,65,0,1,0,0,0,0,2006,0,0,0,1
Ľubomír Sklenár,ĽS-HZDS,ĽS-HZDS,69,90,21,0,1,0,0,0,0,2006,0,0,0,1
Anna Ganzová,ĽS-HZDS,ĽS-HZDS,71,83,12,0,1,0,0,0,0,2006,0,0,0,1
Ján Čmelo,ĽS-HZDS,ĽS-HZDS,75,135,60,0,1,0,0,0,0,2006,0,0,0,1
Daniela Dzubajová,ĽS-HZDS,ĽS-HZDS,76,31,-45,0,1,0,0,1,0,2006,0,0,0,1
Ján Mlynár,ĽS-HZDS,ĽS-HZDS,80,97,17,0,1,0,0,0,0,2006,0,0,0,1
Juraj Konevič,ĽS-HZDS,ĽS-HZDS,83,25,-58,0,1,0,0,1,0,2006,0,0,0,1
Viera Lucáková,ĽS-HZDS,ĽS-HZDS,86,93,7,0,1,0,0,0,0,2006,0,0,0,1
Anna Chalupková,ĽS-HZDS,ĽS-HZDS,92,76,-16,0,1,0,0,1,0,2006,0,0,0,1
Ivan Poláčik,ĽS-HZDS,ĽS-HZDS,93,141,48,0,1,0,0,0,0,2006,0,0,0,1
Dušan Ďurčenka,ĽS-HZDS,ĽS-HZDS,96,66,-30,0,1,0,0,1,0,2006,0,0,0,1
Eva Zatková,ĽS-HZDS,ĽS-HZDS,98,29,-69,0,1,0,0,1,0,2006,0,0,0,1
Mária Gajdošová,ĽS-HZDS,ĽS-HZDS,105,55,-50,0,1,0,0,1,0,2006,0,0,0,1
Mária Horvátová,ĽS-HZDS,ĽS-HZDS,108,50,-58,0,1,0,0,1,0,2006,0,0,0,1
Marián Ručkay,ĽS-HZDS,ĽS-HZDS,109,37,-72,0,1,0,0,1,0,2006,0,0,0,1
Blanka Zaťková,ĽS-HZDS,ĽS-HZDS,125,119,-6,0,1,0,0,1,0,2006,0,0,0,1
Mária Seková,ĽS-HZDS,ĽS-HZDS,126,18,-108,0,1,0,0,1,0,2006,0,0,0,1
Ján Kuba,ĽS-HZDS,ĽS-HZDS,129,61,-68,0,1,0,0,1,0,2006,0,0,0,1
Eva Kuklová,ĽS-HZDS,ĽS-HZDS,130,40,-90,0,1,0,0,1,0,2006,0,0,0,1
Daniel Gelien,ĽS-HZDS,AZEN,138,37,-101,0,0,0,0,1,0,2006,0,0,0,1
Augustín Bojňanský,ĽS-HZDS,ĽS-HZDS,144,87,-57,0,1,0,0,1,0,2006,0,0,0,1
Milan Spodniak,ĽS-HZDS,ĽS-HZDS,146,121,-25,0,1,0,0,1,0,2006,0,0,0,1
Ľuboš Stolárik,ĽS-HZDS,ĽS-HZDS,150,108,-42,0,1,0,0,1,0,2006,0,0,0,1
Miroslav Jureňa,ĽS-HZDS,ĽS-HZDS,12,11,-1,0,1,0,0,1,0,2006,0,0,0,1
Jozef Mihál,NÁDEJ,SaS,4,2,-2,1,0,1,1,1,1,2006,1,0,0,0
Ondrej Balco,NÁDEJ,MOST-HÍD,6,26,20,1,0,1,1,0,1,2006,1,0,0,0
Peter Tatár,OKS,MOST-HÍD,1,60,59,1,0,1,1,0,1,2006,1,0,0,0
Peter Osuský,OKS,MOST-HÍD,2,43,41,1,0,1,1,0,1,2006,1,0,0,0
František Šebej,OKS,MOST-HÍD,3,33,30,1,0,1,1,0,1,2006,1,0,0,0
Peter Zajac,OKS,MOST-HÍD,4,13,9,1,0,1,1,0,1,2006,1,0,0,0
Ondrej Dostál,OKS,MOST-HÍD,5,23,18,1,0,1,1,0,1,2006,1,0,0,0
Svetozár Gavora,OKS,MOST-HÍD,14,93,79,1,0,1,1,0,1,2006,1,0,0,0
Zuzana Dzivjáková,OKS,MOST-HÍD,24,53,29,1,0,1,1,0,1,2006,1,0,0,0
Peter Buzáš,OKS,MOST-HÍD,29,123,94,1,0,1,1,0,1,2006,1,0,0,0
Peter Jeseňák,OKS,MOST-HÍD,32,83,51,1,0,1,1,0,1,2006,1,0,0,0
Marián Beták,OKS,MOST-HÍD,43,63,20,1,0,1,1,0,1,2006,1,0,0,0
Matúš Bischof,OKS,MOST-HÍD,139,103,-36,1,0,1,1,1,1,2006,1,0,0,0
Marián Melichárek,PS,EDS,19,17,-2,1,0,1,1,1,1,2006,0,1,0,0
Jaroslav Pástor,PS,MOST-HÍD,48,87,39,1,0,1,1,0,1,2006,0,1,0,0
Ivan Mikloš,SDKÚ-DS,SDKÚ-DS,2,2,0,0,1,0,0,1,0,2006,0,0,1,0
Iveta Radičová,SDKÚ-DS,SDKÚ-DS,3,1,-2,0,1,0,0,1,0,2006,0,0,1,0
Milan Hort,SDKÚ-DS,SDKÚ-DS,5,4,-1,0,1,0,0,1,0,2006,0,0,1,0
Pavol Kubovič,SDKÚ-DS,SDKÚ-DS,7,20,13,0,1,0,0,0,0,2006,0,0,1,0
Ivan Štefanec,SDKÚ-DS,SDKÚ-DS,8,12,4,0,1,0,0,0,0,2006,0,0,1,0
Martin Pado,SDKÚ-DS,SDKÚ-DS,9,17,8,0,1,0,0,0,0,2006,0,0,1,0
Lucia Žitňanská,SDKÚ-DS,SDKÚ-DS,12,3,-9,0,1,0,0,1,0,2006,0,0,1,0
Jozef Mikuš,SDKÚ-DS,SDKÚ-DS,13,10,-3,0,1,0,0,1,0,2006,0,0,1,0
Magdaléna Vášáryová,SDKÚ-DS,SDKÚ-DS,14,23,9,0,1,0,0,0,0,2006,0,0,1,0
Alexander Slafkovský,SDKÚ-DS,SDKÚ-DS,15,34,19,0,1,0,0,0,0,2006,0,0,1,0
Tatiana Rosová,SDKÚ-DS,SDKÚ-DS,16,26,10,0,1,0,0,0,0,2006,0,0,1,0
Martin Fedor,SDKÚ-DS,SDKÚ-DS,17,7,-10,0,1,0,0,1,0,2006,0,0,1,0
Stanislav Janiš,SDKÚ-DS,SDKÚ-DS,18,8,-10,0,1,0,0,1,0,2006,0,0,1,0
Katarína Cibulková,SDKÚ-DS,SDKÚ-DS,19,27,8,0,1,0,0,0,0,2006,0,0,1,0
Peter Miššík,SDKÚ-DS,SDKÚ-DS,20,41,21,0,1,0,0,0,0,2006,0,0,1,0
Tomáš Galbavý,SDKÚ-DS,SDKÚ-DS,21,19,-2,0,1,0,0,1,0,2006,0,0,1,0
Štefan Kužma,SDKÚ-DS,SDKÚ-DS,22,16,-6,0,1,0,0,1,0,2006,0,0,1,0
Jarmila Tkáčová,SDKÚ-DS,SDKÚ-DS,23,33,10,0,1,0,0,0,0,2006,0,0,1,0
Peter Markovič,SDKÚ-DS,SDKÚ-DS,25,21,-4,0,1,0,0,1,0,2006,0,0,1,0
Viliam Novotný,SDKÚ-DS,SDKÚ-DS,26,6,-20,0,1,0,0,1,0,2006,0,0,1,0
Martin Kuruc,SDKÚ-DS,Únia,29,11,-18,0,0,0,0,1,0,2006,0,0,0,1
Zoltán Horváth,SDKÚ-DS,SDKÚ-DS,30,13,-17,0,1,0,0,1,0,2006,0,0,1,0
Jaroslav Ivančo,SDKÚ-DS,SDKÚ-DS,31,14,-17,0,1,0,0,1,0,2006,0,0,1,0
Ján Golian,SDKÚ-DS,SDKÚ-DS,32,15,-17,0,1,0,0,1,0,2006,0,0,1,0
Ján Rusnák,SDKÚ-DS,SDKÚ-DS,33,59,26,0,1,0,0,0,0,2006,0,0,1,0
Ľubomír Karaba,SDKÚ-DS,SDKÚ-DS,37,76,39,0,1,0,0,0,0,2006,0,0,1,0
Milan Baran,SDKÚ-DS,SDKÚ-DS,40,44,4,0,1,0,0,0,0,2006,0,0,1,0
Aladár Bariak,SDKÚ-DS,SDKÚ-DS,41,101,60,0,1,0,0,0,0,2006,0,0,1,0
Ivan Chaban,SDKÚ-DS,SDKÚ-DS,42,9,-33,0,1,0,0,1,0,2006,0,0,1,0
Marian Libiak,SDKÚ-DS,SDKÚ-DS,45,54,9,0,1,0,0,0,0,2006,0,0,1,0
Viera Kyselicová,SDKÚ-DS,Únia,46,40,-6,0,0,0,0,1,0,2006,0,0,0,1
Peter Bačkovský,SDKÚ-DS,SDKÚ-DS,51,57,6,0,1,0,0,0,0,2006,0,0,1,0
Jozef Mertan,SDKÚ-DS,SDKÚ-DS,54,38,-16,0,1,0,0,1,0,2006,0,0,1,0
Marek Vargovčák,SDKÚ-DS,SDKÚ-DS,57,29,-28,0,1,0,0,1,0,2006,0,0,1,0
Jozef Chynoranský,SDKÚ-DS,Únia,58,32,-26,0,0,0,0,1,0,2006,0,0,0,1
Viera Marková,SDKÚ-DS,SDKÚ-DS,61,69,8,0,1,0,0,0,0,2006,0,0,1,0
Milada Dobrotková,SDKÚ-DS,Únia,67,16,-51,0,0,0,0,1,0,2006,0,0,0,1
Marián Hojstrič,SDKÚ-DS,SDKÚ-DS,68,43,-25,0,1,0,0,1,0,2006,0,0,1,0
Karol Géč,SDKÚ-DS,SDKÚ-DS,70,107,37,0,1,0,0,0,0,2006,0,0,1,0
Ján Jakuš,SDKÚ-DS,SDKÚ-DS,80,102,22,0,1,0,0,0,0,2006,0,0,1,0
Peter Ottinger,SDKÚ-DS,SDKÚ-DS,82,77,-5,0,1,0,0,1,0,2006,0,0,1,0
Marek Mihály,SDKÚ-DS,SDKÚ-DS,85,111,26,0,1,0,0,0,0,2006,0,0,1,0
Milan Vaškor,SDKÚ-DS,Únia,86,94,8,0,0,0,0,0,0,2006,0,0,0,1
Tibor Maťaš,SDKÚ-DS,SDKÚ-DS,89,50,-39,0,1,0,0,1,0,2006,0,0,1,0
Pavel Požoni,SDKÚ-DS,SDKÚ-DS,90,120,30,0,1,0,0,0,0,2006,0,0,1,0
Jozef Repaský,SDKÚ-DS,SDKÚ-DS,99,99,0,0,1,0,0,1,0,2006,0,0,1,0
Jozef Mečiar,SDKÚ-DS,SDKÚ-DS,102,52,-50,0,1,0,0,1,0,2006,0,0,1,0
Miroslava Valková,SDKÚ-DS,SDKÚ-DS,112,55,-57,0,1,0,0,1,0,2006,0,0,1,0
Peter Fiabáne,SDKÚ-DS,SDKÚ-DS,118,138,20,0,1,0,0,0,0,2006,0,0,1,0
Slavka Súlovská,SDKÚ-DS,SDKÚ-DS,122,58,-64,0,1,0,0,1,0,2006,0,0,1,0
Peter Hruška,SDKÚ-DS,SDKÚ-DS,128,87,-41,0,1,0,0,1,0,2006,0,0,1,0
Libor Poruban,SDKÚ-DS,SDKÚ-DS,129,123,-6,0,1,0,0,1,0,2006,0,0,1,0
Martin Halás,SDĽ,SDĽ,2,6,4,1,1,1,0,0,0,2006,0,1,0,0
Zuzana Martináková,SF,Únia,1,3,2,1,0,0,1,0,1,2006,0,1,0,0
Jozef Miloslav Hurban,SF,SDĽ,4,15,11,1,0,0,1,0,1,2006,0,1,0,0
František Zika,SF,Únia,12,9,-3,1,0,0,1,1,1,2006,0,1,0,0
Anton Železník,SF,SDĽ,13,29,16,1,0,0,1,0,1,2006,0,1,0,0
Milan Kepeňa,SF,Únia,16,8,-8,1,0,0,1,1,1,2006,0,1,0,0
Ľudmila Farkašovská,SF,Únia,24,12,-12,1,0,0,1,1,1,2006,0,1,0,0
Dušan Chleban,SF,Únia,28,78,50,1,0,0,1,0,1,2006,0,1,0,0
Ladislav Zausin,SF,Únia,32,87,55,1,0,0,1,0,1,2006,0,1,0,0
Ján Harňák,SF,Únia,35,35,0,1,0,0,1,1,1,2006,0,1,0,0
Róbert Filka,SF,EDS,50,14,-36,1,0,0,1,1,1,2006,0,1,0,0
Kamil Münnich,SF,Únia,64,15,-49,1,0,0,1,1,1,2006,0,1,0,0
Irena Gulišová,SF,Únia,73,124,51,1,0,0,1,0,1,2006,0,1,0,0
Alena Černíková,SF,SDĽ,77,80,3,1,0,0,1,0,1,2006,0,1,0,0
Miroslav Tomko,SF,ZRS,85,26,-59,1,0,0,1,1,1,2006,0,1,0,0
Peter Pilinský,SF,SDĽ,98,3,-95,1,0,0,1,1,1,2006,0,1,0,0
Dušan Duda,SF,Únia,123,95,-28,1,0,0,1,1,1,2006,0,1,0,0
Peter Bódy,SF,SaS,6,37,31,1,0,1,1,0,1,2006,1,0,0,0
Milan Zeleňák,SLNKO,ĽS-HZDS,29,146,117,1,0,1,1,0,1,2006,0,1,0,0
Jarmila Karasová,SLNKO,ĽSNS,56,25,-31,1,0,1,1,1,1,2006,0,1,0,0
